"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女"
"R サービス業(他に分類されないもの)_923警備業_1～4人","4.0","13.0","11.0","2.0","12.0","10.0","2.0","-","-","-","-","-","-","-","4.0","13.0","11.0","2.0","12.0","10.0","2.0","4.0","13.0","11.0","2.0","12.0","10.0","2.0"
"R サービス業(他に分類されないもの)_923警備業_5～9人","11.0","72.0","67.0","5.0","71.0","66.0","5.0","-","-","-","-","-","-","-","11.0","72.0","67.0","5.0","71.0","66.0","5.0","11.0","72.0","67.0","5.0","71.0","66.0","5.0"
"R サービス業(他に分類されないもの)_923警備業_10～19人","26.0","357.0","339.0","18.0","319.0","306.0","13.0","2.0","25.0","22.0","3.0","20.0","18.0","2.0","24.0","332.0","317.0","15.0","299.0","288.0","11.0","24.0","332.0","317.0","15.0","299.0","288.0","11.0"
"R サービス業(他に分類されないもの)_923警備業_20～29人","6.0","134.0","123.0","11.0","127.0","118.0","9.0","1.0","23.0","20.0","3.0","22.0","20.0","2.0","5.0","111.0","103.0","8.0","105.0","98.0","7.0","5.0","111.0","103.0","8.0","105.0","98.0","7.0"
"R サービス業(他に分類されないもの)_923警備業_30～49人","16.0","607.0","556.0","51.0","587.0","543.0","44.0","-","-","-","-","-","-","-","16.0","607.0","556.0","51.0","587.0","543.0","44.0","16.0","607.0","556.0","51.0","587.0","543.0","44.0"
"R サービス業(他に分類されないもの)_923警備業_50～99人","14.0","932.0","873.0","59.0","857.0","814.0","43.0","-","-","-","-","-","-","-","14.0","932.0","873.0","59.0","857.0","814.0","43.0","14.0","932.0","873.0","59.0","857.0","814.0","43.0"
"R サービス業(他に分類されないもの)_923警備業_100人以上","1.0","148.0","143.0","5.0","144.0","140.0","4.0","-","-","-","-","-","-","-","1.0","148.0","143.0","5.0","144.0","140.0","4.0","1.0","148.0","143.0","5.0","144.0","140.0","4.0"
"R サービス業(他に分類されないもの)_923警備業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_923警備業_(再掲)5人以下","6.0","23.0","21.0","2.0","22.0","20.0","2.0","-","-","-","-","-","-","-","6.0","23.0","21.0","2.0","22.0","20.0","2.0","6.0","23.0","21.0","2.0","22.0","20.0","2.0"
"R サービス業(他に分類されないもの)_923警備業_(再掲)20人以下","42.0","462.0","435.0","27.0","420.0","399.0","21.0","2.0","25.0","22.0","3.0","20.0","18.0","2.0","40.0","437.0","413.0","24.0","400.0","381.0","19.0","40.0","437.0","413.0","24.0","400.0","381.0","19.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業","253.0","3781.0","1690.0","2091.0","3212.0","1469.0","1743.0","22.0","99.0","53.0","46.0","47.0","21.0","26.0","224.0","3647.0","1611.0","2036.0","3153.0","1439.0","1714.0","181.0","3240.0","1389.0","1851.0","2773.0","1237.0","1536.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_1～4人","110.0","248.0","109.0","139.0","169.0","60.0","109.0","14.0","28.0","13.0","15.0","9.0","2.0","7.0","92.0","209.0","91.0","118.0","156.0","57.0","99.0","69.0","167.0","78.0","89.0","124.0","52.0","72.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_5～9人","56.0","356.0","191.0","165.0","281.0","149.0","132.0","5.0","31.0","13.0","18.0","16.0","6.0","10.0","50.0","317.0","173.0","144.0","265.0","143.0","122.0","37.0","228.0","124.0","104.0","188.0","101.0","87.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_10～19人","38.0","536.0","324.0","212.0","446.0","270.0","176.0","3.0","40.0","27.0","13.0","22.0","13.0","9.0","34.0","480.0","281.0","199.0","416.0","249.0","167.0","32.0","450.0","265.0","185.0","386.0","233.0","153.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_20～29人","15.0","363.0","182.0","181.0","355.0","178.0","177.0","-","-","-","-","-","-","-","15.0","363.0","182.0","181.0","355.0","178.0","177.0","13.0","312.0","144.0","168.0","304.0","140.0","164.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_30～49人","16.0","608.0","219.0","389.0","596.0","214.0","382.0","-","-","-","-","-","-","-","16.0","608.0","219.0","389.0","596.0","214.0","382.0","15.0","577.0","202.0","375.0","565.0","197.0","368.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_50～99人","9.0","606.0","409.0","197.0","537.0","355.0","182.0","-","-","-","-","-","-","-","9.0","606.0","409.0","197.0","537.0","355.0","182.0","7.0","442.0","320.0","122.0","378.0","271.0","107.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_100人以上","7.0","1064.0","256.0","808.0","828.0","243.0","585.0","-","-","-","-","-","-","-","7.0","1064.0","256.0","808.0","828.0","243.0","585.0","7.0","1064.0","256.0","808.0","828.0","243.0","585.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_出向・派遣従業者のみ","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","1.0","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_(再掲)5人以下","128.0","338.0","149.0","189.0","244.0","93.0","151.0","15.0","33.0","16.0","17.0","11.0","3.0","8.0","109.0","294.0","128.0","166.0","229.0","89.0","140.0","85.0","247.0","112.0","135.0","192.0","81.0","111.0"
"R サービス業(他に分類されないもの)_929他に分類されない事業サービス業_(再掲)20人以下","207.0","1200.0","657.0","543.0","956.0","512.0","444.0","22.0","99.0","53.0","46.0","47.0","21.0","26.0","179.0","1066.0","578.0","488.0","897.0","482.0","415.0","141.0","905.0","500.0","405.0","758.0","419.0","339.0"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体","478.0","2121.0","1128.0","993.0","1804.0","884.0","920.0","-","-","-","-","-","-","-","381.0","1929.0","1052.0","877.0","1625.0","818.0","807.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_1～4人","356.0","652.0","258.0","394.0","582.0","202.0","380.0","-","-","-","-","-","-","-","268.0","517.0","212.0","305.0","459.0","165.0","294.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_5～9人","66.0","443.0","236.0","207.0","392.0","195.0","197.0","-","-","-","-","-","-","-","59.0","397.0","212.0","185.0","347.0","172.0","175.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_10～19人","31.0","395.0","260.0","135.0","298.0","175.0","123.0","-","-","-","-","-","-","-","30.0","384.0","254.0","130.0","287.0","169.0","118.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_20～29人","6.0","140.0","84.0","56.0","98.0","51.0","47.0","-","-","-","-","-","-","-","6.0","140.0","84.0","56.0","98.0","51.0","47.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_30～49人","5.0","183.0","106.0","77.0","127.0","78.0","49.0","-","-","-","-","-","-","-","5.0","183.0","106.0","77.0","127.0","78.0","49.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_50～99人","3.0","175.0","101.0","74.0","175.0","101.0","74.0","-","-","-","-","-","-","-","3.0","175.0","101.0","74.0","175.0","101.0","74.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_100人以上","1.0","133.0","83.0","50.0","132.0","82.0","50.0","-","-","-","-","-","-","-","1.0","133.0","83.0","50.0","132.0","82.0","50.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_出向・派遣従業者のみ","10.0","-","-","-","-","-","-","-","-","-","-","-","-","-","9.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_(再掲)5人以下","374.0","742.0","305.0","437.0","665.0","243.0","422.0","-","-","-","-","-","-","-","285.0","602.0","257.0","345.0","537.0","204.0","333.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_93政治・経済・文化団体_(再掲)20人以下","453.0","1490.0","754.0","736.0","1272.0","572.0","700.0","-","-","-","-","-","-","-","357.0","1298.0","678.0","620.0","1093.0","506.0","587.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体","254.0","1156.0","651.0","505.0","989.0","507.0","482.0","-","-","-","-","-","-","-","218.0","1078.0","614.0","464.0","918.0","476.0","442.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_1～4人","192.0","358.0","145.0","213.0","320.0","115.0","205.0","-","-","-","-","-","-","-","159.0","304.0","122.0","182.0","273.0","98.0","175.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_5～9人","32.0","208.0","112.0","96.0","185.0","93.0","92.0","-","-","-","-","-","-","-","30.0","195.0","104.0","91.0","172.0","85.0","87.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_10～19人","18.0","231.0","161.0","70.0","176.0","108.0","68.0","-","-","-","-","-","-","-","17.0","220.0","155.0","65.0","165.0","102.0","63.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_20～29人","3.0","72.0","49.0","23.0","45.0","31.0","14.0","-","-","-","-","-","-","-","3.0","72.0","49.0","23.0","45.0","31.0","14.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_30～49人","3.0","103.0","70.0","33.0","80.0","47.0","33.0","-","-","-","-","-","-","-","3.0","103.0","70.0","33.0","80.0","47.0","33.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_50～99人","1.0","51.0","31.0","20.0","51.0","31.0","20.0","-","-","-","-","-","-","-","1.0","51.0","31.0","20.0","51.0","31.0","20.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_100人以上","1.0","133.0","83.0","50.0","132.0","82.0","50.0","-","-","-","-","-","-","-","1.0","133.0","83.0","50.0","132.0","82.0","50.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_出向・派遣従業者のみ","4.0","-","-","-","-","-","-","-","-","-","-","-","-","-","4.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_(再掲)5人以下","204.0","418.0","178.0","240.0","376.0","145.0","231.0","-","-","-","-","-","-","-","170.0","359.0","153.0","206.0","324.0","126.0","198.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_931経済団体_(再掲)20人以下","242.0","797.0","418.0","379.0","681.0","316.0","365.0","-","-","-","-","-","-","-","206.0","719.0","381.0","338.0","610.0","285.0","325.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体","46.0","146.0","79.0","67.0","135.0","70.0","65.0","-","-","-","-","-","-","-","30.0","105.0","63.0","42.0","95.0","55.0","40.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_1～4人","38.0","63.0","15.0","48.0","60.0","12.0","48.0","-","-","-","-","-","-","-","25.0","42.0","10.0","32.0","40.0","8.0","32.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_5～9人","7.0","49.0","30.0","19.0","44.0","27.0","17.0","-","-","-","-","-","-","-","4.0","29.0","19.0","10.0","24.0","16.0","8.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_30～49人","1.0","34.0","34.0","-","31.0","31.0","-","-","-","-","-","-","-","-","1.0","34.0","34.0","-","31.0","31.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_(再掲)5人以下","38.0","63.0","15.0","48.0","60.0","12.0","48.0","-","-","-","-","-","-","-","25.0","42.0","10.0","32.0","40.0","8.0","32.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_932労働団体_(再掲)20人以下","45.0","112.0","45.0","67.0","104.0","39.0","65.0","-","-","-","-","-","-","-","29.0","71.0","29.0","42.0","64.0","24.0","40.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_1～4人","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_(再掲)5人以下","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_933学術・文化団体_(再掲)20人以下","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","1.0","1.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体","12.0","37.0","24.0","13.0","34.0","21.0","13.0","-","-","-","-","-","-","-","2.0","13.0","12.0","1.0","13.0","12.0","1.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_1～4人","10.0","22.0","12.0","10.0","20.0","10.0","10.0","-","-","-","-","-","-","-","1.0","4.0","4.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_5～9人","2.0","15.0","12.0","3.0","14.0","11.0","3.0","-","-","-","-","-","-","-","1.0","9.0","8.0","1.0","9.0","8.0","1.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_(再掲)5人以下","10.0","22.0","12.0","10.0","20.0","10.0","10.0","-","-","-","-","-","-","-","1.0","4.0","4.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_934政治団体_(再掲)20人以下","12.0","37.0","24.0","13.0","34.0","21.0","13.0","-","-","-","-","-","-","-","2.0","13.0","12.0","1.0","13.0","12.0","1.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体","165.0","781.0","373.0","408.0","645.0","285.0","360.0","-","-","-","-","-","-","-","130.0","732.0","362.0","370.0","598.0","274.0","324.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_1～4人","115.0","208.0","85.0","123.0","181.0","64.0","117.0","-","-","-","-","-","-","-","82.0","166.0","75.0","91.0","141.0","54.0","87.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_5～9人","25.0","171.0","82.0","89.0","149.0","64.0","85.0","-","-","-","-","-","-","-","24.0","164.0","81.0","83.0","142.0","63.0","79.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_10～19人","13.0","164.0","99.0","65.0","122.0","67.0","55.0","-","-","-","-","-","-","-","13.0","164.0","99.0","65.0","122.0","67.0","55.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_20～29人","3.0","68.0","35.0","33.0","53.0","20.0","33.0","-","-","-","-","-","-","-","3.0","68.0","35.0","33.0","53.0","20.0","33.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_30～49人","1.0","46.0","2.0","44.0","16.0","-","16.0","-","-","-","-","-","-","-","1.0","46.0","2.0","44.0","16.0","-","16.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_50～99人","2.0","124.0","70.0","54.0","124.0","70.0","54.0","-","-","-","-","-","-","-","2.0","124.0","70.0","54.0","124.0","70.0","54.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_出向・派遣従業者のみ","6.0","-","-","-","-","-","-","-","-","-","-","-","-","-","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_(再掲)5人以下","121.0","238.0","99.0","139.0","208.0","75.0","133.0","-","-","-","-","-","-","-","88.0","196.0","89.0","107.0","168.0","65.0","103.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_939他に分類されない非営利的団体_(再掲)20人以下","153.0","543.0","266.0","277.0","452.0","195.0","257.0","-","-","-","-","-","-","-","119.0","494.0","255.0","239.0","405.0","184.0","221.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教","1482.0","4057.0","2515.0","1542.0","2277.0","1153.0","1124.0","31.0","69.0","44.0","25.0","12.0","6.0","6.0","1429.0","3953.0","2449.0","1504.0","2243.0","1136.0","1107.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_1～4人","1344.0","2388.0","1510.0","878.0","1003.0","415.0","588.0","27.0","46.0","32.0","14.0","7.0","4.0","3.0","1296.0","2312.0","1458.0","854.0","979.0","402.0","577.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_5～9人","84.0","515.0","301.0","214.0","335.0","181.0","154.0","3.0","23.0","12.0","11.0","5.0","2.0","3.0","80.0","487.0","287.0","200.0","325.0","177.0","148.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_10～19人","35.0","456.0","253.0","203.0","362.0","197.0","165.0","-","-","-","-","-","-","-","35.0","456.0","253.0","203.0","362.0","197.0","165.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_20～29人","10.0","229.0","131.0","98.0","175.0","96.0","79.0","-","-","-","-","-","-","-","10.0","229.0","131.0","98.0","175.0","96.0","79.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_30～49人","7.0","270.0","174.0","96.0","216.0","130.0","86.0","-","-","-","-","-","-","-","7.0","270.0","174.0","96.0","216.0","130.0","86.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_100人以上","1.0","199.0","146.0","53.0","186.0","134.0","52.0","-","-","-","-","-","-","-","1.0","199.0","146.0","53.0","186.0","134.0","52.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_出向・派遣従業者のみ","1.0","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_(再掲)5人以下","1385.0","2593.0","1628.0","965.0","1150.0","490.0","660.0","27.0","46.0","32.0","14.0","7.0","4.0","3.0","1336.0","2512.0","1574.0","938.0","1121.0","475.0","646.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_94宗教_(再掲)20人以下","1465.0","3399.0","2084.0","1315.0","1739.0","812.0","927.0","30.0","69.0","44.0","25.0","12.0","6.0","6.0","1413.0","3295.0","2018.0","1277.0","1705.0","795.0","910.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教","173.0","520.0","328.0","192.0","277.0","139.0","138.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","165.0","500.0","317.0","183.0","262.0","131.0","131.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_1～4人","151.0","263.0","183.0","80.0","107.0","55.0","52.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","144.0","248.0","174.0","74.0","97.0","49.0","48.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_5～9人","13.0","81.0","53.0","28.0","44.0","27.0","17.0","-","-","-","-","-","-","-","12.0","76.0","51.0","25.0","39.0","25.0","14.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_10～19人","5.0","66.0","23.0","43.0","51.0","11.0","40.0","-","-","-","-","-","-","-","5.0","66.0","23.0","43.0","51.0","11.0","40.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_20～29人","3.0","71.0","46.0","25.0","36.0","23.0","13.0","-","-","-","-","-","-","-","3.0","71.0","46.0","25.0","36.0","23.0","13.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_30～49人","1.0","39.0","23.0","16.0","39.0","23.0","16.0","-","-","-","-","-","-","-","1.0","39.0","23.0","16.0","39.0","23.0","16.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_(再掲)5人以下","156.0","288.0","200.0","88.0","125.0","66.0","59.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","148.0","268.0","189.0","79.0","110.0","58.0","52.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_941神道系宗教_(再掲)20人以下","169.0","410.0","259.0","151.0","202.0","93.0","109.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","161.0","390.0","248.0","142.0","187.0","85.0","102.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教","944.0","2782.0","1710.0","1072.0","1584.0","789.0","795.0","17.0","40.0","26.0","14.0","6.0","2.0","4.0","922.0","2736.0","1680.0","1056.0","1576.0","786.0","790.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_1～4人","846.0","1606.0","988.0","618.0","678.0","246.0","432.0","14.0","23.0","17.0","6.0","3.0","1.0","2.0","827.0","1577.0","967.0","610.0","673.0","244.0","429.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_5～9人","63.0","389.0","217.0","172.0","260.0","131.0","129.0","2.0","17.0","9.0","8.0","3.0","1.0","2.0","61.0","372.0","208.0","164.0","257.0","130.0","127.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_10～19人","23.0","301.0","171.0","130.0","233.0","133.0","100.0","-","-","-","-","-","-","-","23.0","301.0","171.0","130.0","233.0","133.0","100.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_20～29人","6.0","136.0","79.0","57.0","118.0","68.0","50.0","-","-","-","-","-","-","-","6.0","136.0","79.0","57.0","118.0","68.0","50.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_30～49人","4.0","151.0","109.0","42.0","109.0","77.0","32.0","-","-","-","-","-","-","-","4.0","151.0","109.0","42.0","109.0","77.0","32.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_100人以上","1.0","199.0","146.0","53.0","186.0","134.0","52.0","-","-","-","-","-","-","-","1.0","199.0","146.0","53.0","186.0","134.0","52.0","-","-","-","-","-","-","-"
